,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
#NAME?,adhD-cleHPKoc0Cwx3hAYg,got a hazelnut latte and it was excellent.  far better than other coffee chains I've been to.,5,1,6/16/2009,adhD-cleHPKoc0Cwx3hAYg,3,31,0
#NAME?,mffer6ORgLqxB8ZeemxmHQ,We went there Monday and they have half-price wine. Very Nice. They also gave us a complimentary dessert for a legitimate birthday we had. Irish Car Bomb cake was so good. I like how they use random furniture to give it a very warm cosey feeling.  We tried a lot of items and everything was good. I was a bit disappointed that they only had one special item left. I agree with a previous writer that the menu does seem very random. We enjoyed everything we ordered but it would be nice to see more of a rotation. It would keep me coming back more often. All in all we had a great meal and I definitely recommend giving it a try.,4,0,9/28/2011,mffer6ORgLqxB8ZeemxmHQ,23,184,1
#NAME?,gJPILsju2NhKnQNb39Fb6Q,This Place is great     and it is deffanitly fancy   staff are nice   great food I reccomend the pizza for kids if you have them and overall the food is awesome  usally they have a calming singer . and  it's  a good place for a small family outing :) injoy franks outback !,5,0,8/01/2011,gJPILsju2NhKnQNb39Fb6Q,2,18,0
#NAME?,jp4X9H56zjjLacnpHz02Iw,After the Royal Wedding I am sure that Westminster Abbey is even more popular now. We did not go inside of it because it was so crowded and we didn't want to wait. The church itself is very beautiful from the exterior and very recognizable.,4,0,8/26/2011,jp4X9H56zjjLacnpHz02Iw,68,519,0
#NAME?,aomkMAGFrL-gD6cqQjB4bw,I'm not a sweets/dessert guy - but since Milk Bar was across the street from my satisfying lunch at Ssam - I decided to pop by. Once I realized they served Stumptown coffee (my favourite) - I decided to grab some dessert before I headed to the park. So after waiting in a short line and seeing people order dozens of compost cookies and crack pies -- I was intrigued to say the least.  So I ordered my coffee and a compost cookie... which has (deep inhale)... pretzels potato chips coffee oats butterscotch & chocolate chips... it's like a McGangBang... but in a cookie. I jaunt down to Union Square with my cookie and piping hot coffee and grab a bench.  Settling in on a nice autumn afternoon - I figure life is damned good. Coffee - delicious Stumptown deliciousness as usual.  And I go to ope,2,3,10/10/2011,aomkMAGFrL-gD6cqQjB4bw,36,512,1
#NAME?,7ks1xim2bO1_Q4VuakvLwg,This restaurant could be OPEC's #1 customer. Even the healthier options (like corn or broccoli) are loaded with grease. It's absolutely obscene. Service is efficient; decor dingy but adequate. I suppose Golden Wok will do in a pinch to satisfy lewd cravings for trashy Chinese fare but if you're simply looking for a meal in this area look elsewhere.,2,0,9/07/2010,7ks1xim2bO1_Q4VuakvLwg,19,115,0
#NAME?,eJAm3JCqPb26-Vxc_XIIKg,We have been eating at McEwen's on Marathon Weekend for five years and we'll be back next year. This restaurant is consistently delicious and delivers its amazing fare with classy friendly and professional service. It is a gem in downtown dining! The first year we came here we dined here the evening after I had run the half-marathon in the morning. I don't remember a great deal about it aside from not feeling too good after running my heart out but I do remember how friendly the host was and how amazingly good the bread pudding was! I can still taste it! Every year since then we've made reservations for the night before the race for ourselves and friends who are also running and we have never been disappointed. Again the host is welcoming and the service is professional and personab,4,1,12/09/2011,eJAm3JCqPb26-Vxc_XIIKg,33,202,0
#NAME?,ungvf-MPW7P7ZzLMW_48Rg,Great place for lunch. Nice staff and usually nobody sitting at the bar. Huge quantities that we usually split for lunch. The carnitas tacos are very good.,3,0,9/23/2012,ungvf-MPW7P7ZzLMW_48Rg,16,166,0
#NAME?,GG7Xg-09i2RCSily3JYHtQ,The Bucket has survived seven years of natural disasters including fires and tornadoes but keeps reopening even better than before. Super tasty fare to be had here! Appetizer of choice: signature steak bites. That boursin cheese fondue for dipping is the stuff dairy dreams are made of mmmm... Entree of choice: the fancified mac n' cheese is spectac. Cavatappi pasta + a blend of fine cheeses + kielbasa = YUMMM! I fell in love with this meat and pasta combo after my first time here and have been duplicating it at home ever since. Always have great service here booths are big and the lighting is low so it's a cozy little joint. A little weird that there's a dance club now occupying the space upstairs haha. Rumorz I believe it's called? I haven't been up there but I here it gets hoppin',4,0,11/29/2010,GG7Xg-09i2RCSily3JYHtQ,42,144,0
#NAME?,XYSDrIef7g4Gmp3lNFVO6A,** 2.5 stars ** The search for Pho continues - today's epic journey takes our intrepid explorer to the wilds of suburban Chantilly. We join our hero as he battles on in the search for Phooooooooooooooooo!!!! I had no idea this Pho establishment was here - I was hungry but had not yet decided where to go - I was on the way to Haymarket after visiting the Cox Communications office in Herndon VA to drop off my cable box and cancel my account. I spied the place as I was driving by - so I stopped in around 2:30 pm. There were several other tables of folks eating - as I was seated I waved off the menu and went straight for the regular bowl of Pho Ga and a glass of ice water with a slice of lime. The soup came out immediately. I was quickly disappointed - both the Basil and the Bean Sprouts did ,2,2,1/30/2008,XYSDrIef7g4Gmp3lNFVO6A,1388,2530,0
#NAME?,augJQotyLB503iq1gVJ_tg,This place is beautiful but extremely small.  It's more of a lounge than anything but it's definitely not somewhere I would spend the night unless I'm looking to relax with someone for the whole night. I'd say Blush is an awesome place to start or finish your night but if you're looking for a more LEGEN wait for it...DARY night I'd recommend picking your butt up from the really comfortable chair and walking down to Tryst or XS! I still love you Blush!  Just not enough to stay the night.,3,0,7/09/2011,augJQotyLB503iq1gVJ_tg,157,605,0
#NAME?,5Ak87KzB409zNImUehS7EQ,Seems like a great place to see live music with ample space drink specials a friendly staff and solid PA equipment. I'll be sure to show up for the next show two hours after the announced start time though because after waiting 1 hour 45 minutes for the first band to start the other night I got sick of standing around and beat it.,4,1,1/19/2012,5Ak87KzB409zNImUehS7EQ,45,328,0
#NAME?,NsjQ5kwq6qF3tbZq_dxHzg,Just completed a big family reunion at this property. We had a luncheon buffet and a dinner buffet and all of the food was excellent. The pastries are to die for. The new restaurant which opened about two months ago has a more extensive menu than the prior. The hotel staff was attentive to every need. Rooms are small and the bathrooms are the smallest I have seen but when you consider you are right next to a 5 star hotel and you are paying hundreds of dollars less  the Chicago Essex Inn will be my first choice whenever I return to Chicago. All rooms are nicely appointed and if you can afford the upgrade to the King Suite you will not be disappointed by the space and the view. We experienced very hot temperatures (100 degrees) on one of the days and the A/C in the banquet hall facin,4,0,7/09/2012,NsjQ5kwq6qF3tbZq_dxHzg,0,1,1
#NAME?,f1MFQxTZAWJnRQdrouLg_A,Well...the pizza is good and they have an above average beer list. That's gotta count for something right? I've had this place on my radar for a while simply because I had been told by people in the craft beer circles that this Northland restaurant and bar was aggressively trying to make a name for itself. This always struck me as odd as the name sounds more akin to Showbiz Pizza or Chuck E Cheese than to a beer bar or any place for people over 9. But not wanting to judge a book by it's cover I went along with some friends. I was closer to being correct than I had ever seriously imagined. Walking in the front door the space is divided into what seems to be a main bar and a dining room. Our party was too large to fit into the bar so we were in the dining area. Immediately I felt il,3,1,1/01/2012,f1MFQxTZAWJnRQdrouLg_A,56,409,0
#NAME?,CAp51YEsSQDJvfN4sAa3QA,Like many others we saw Bourdain praising the fare at Oklahoma Joe's and wanted to see for ourselves how great the burnt ends sandwich was. Unfortunately the burnt ends are only served on Saturday so we could not sample. I was disappointed. We had the pulled pork sandwich a beef brisket sandwich (Z Man Sandwich) and ribs. The pulled pork was excellent and the beef brisket was very good. The ribs were surprisingly not as awesome as we were expecting though they were definitely good. We've had better though. A line out the wazoo and I ain't kidding. Go when you have time. Very hit and miss seating as the place is so packed. We got there right when it opened but it didn't much matter...still a long line and still hard to find seating. Though we ultimately did. I definitely think you shou,4,2,8/06/2012,CAp51YEsSQDJvfN4sAa3QA,17,265,0
#NAME?,ol8IY-uatN5RjN1W29xwiw,What you see is what you get....Don't expect 4 star service at the Billy Goat but savor the rich history in this old dive .I remember when they had Schlitz draftSam cooked and burgers were well under a buck . There was always a cast of characters that hung out at the bar . Today much has not changed and they do enjoy a steady stream of regulars ..Try the double cheese and cheeps ...Sit back relax and order another cold one .No trip to the Windy City is complete without stopping at the Billy Goat .....Too bad the one in Wrigleyville closed up we always liked going there before the Cubs Game .......,3,0,9/29/2008,ol8IY-uatN5RjN1W29xwiw,0,105,1
